video_id,url,title,description,published_at,duration,thumbnail,playlist,content_type,primary_topic,secondary_topics,treatment,concern,doctor,location,patient_case,search_intent,best_destination_url,embed_priority,transcript_available,needs_manual_review,notes
C7VHHk1lhmM,https://www.youtube.com/watch?v=C7VHHk1lhmM,"Before You Get a Facial, Watch This! | Benefits, Risks & Common Mistakes","Before You Get a Facial, Watch This! | Benefits, Risks & Common Mistakes @RadianceClinics Thinking of getting a facial? Before you book your appointment, watch this video! A facial can improve your skin's health and appearance, but choosing the wrong treatment or getting it done without understanding your skin type may lead to irritation, breakouts, or other skin concerns. In this video, the skin experts at Radiance",2026-07-10,PT4M7S,https://i.ytimg.com/vi/C7VHHk1lhmM/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Skin Health,,,/concerns/skin-texture,,,,skin health education,/skin-clinic-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
WignJ9dQJGM,https://www.youtube.com/watch?v=WignJ9dQJGM,Does Hair Dye Damage Your Hair? The Truth Revealed!,"Does Hair Dye Damage Your Hair? The Truth Revealed! Thinking about coloring your hair? Before you use hair dye, watch this video! Dr. Satyarth Prakash explains how hair dye affects your hair, whether it can cause hair damage or hair fall, the common side effects of frequent coloring, and how you can protect your hair while still enjoying your favorite look. In this video, you'll learn: • Does hair dye really damage y",2026-07-06,PT3M17S,https://i.ytimg.com/vi/WignJ9dQJGM/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
oQYfz8JvdxI,https://www.youtube.com/watch?v=oQYfz8JvdxI,Want Clear & Bright Skin? Do These Simple Things Every Day!,"Want Clear & Bright Skin? Do These Simple Things Every Day! @RadianceClinics Dreaming of clear, healthy, and naturally glowing skin? The secret isn't just expensive products—it's the right skincare routine, healthy lifestyle, proper nutrition, and expert guidance. In this video, the skin experts at Radiance Hair Clinic explain what you should do to achieve clear, bright, and radiant skin. Learn the daily habits, skin",2026-07-01,PT6M45S,https://i.ytimg.com/vi/oQYfz8JvdxI/maxresdefault.jpg,Radiance Clinic - Videos,PATIENT_EDUCATION,Skin Health,,,/concerns/skin-texture,,,,skin health education,/skin-clinic-bhubaneswar,MEDIUM,false,false,yt-dlp public metadata merged with official channel RSS
XDTqHq6tZCU,https://www.youtube.com/watch?v=XDTqHq6tZCU,Real Hair Transplant Success Story,"✨ Real Hair Transplant Success Story | Real Results. Real Confidence. ✨ Every successful hair transplant begins with one decision—to regain confidence. Meet one of our happy patients who trusted Radiance Skin & Hair Clinics, Bhubaneswar for his hair restoration journey. After just 6 months, the transformation speaks for itself! 💯 ✅ Natural Hairline ✅ Dense & Healthy Hair Growth ✅ Advanced FUE Hair Transplant ✅ Perfo",2026-06-27,PT1M28S,https://i.ytimg.com/vi/XDTqHq6tZCU/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
S-iOA7L3gbM,https://www.youtube.com/watch?v=S-iOA7L3gbM,Hair Transplant Myths vs Facts Explained,"Hair Transplant Myths vs Facts Explained Hair transplant is becoming increasingly popular, but many people still believe myths and misinformation about the procedure. In this video, Dr. Satyartha Prakash from Radiance Skin & Hair Clinic explains the most common hair transplant myths and the real medical facts behind them. Does a hair transplant look fake? Is it painful? Can transplanted hair fall again? Is hair trans",2026-05-24,PT7M48S,https://i.ytimg.com/vi/S-iOA7L3gbM/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
k93g6kBe1SM,https://www.youtube.com/watch?v=k93g6kBe1SM,Why Is Your Hair Falling So Much? Doctor Explains,"Why Is Your Hair Falling So Much? Doctor Explains Hair fall is one of the most common problems affecting both men and women today. But excessive hair loss is often a sign that something inside your body needs attention. In this video, Dr. Satyartha Prakash from Radiance Skin & Hair Clinic explains the real causes of hair fall and why your hair may be falling more than normal. Learn how stress, poor diet, hormonal imb",2026-05-21,PT5M32S,https://i.ytimg.com/vi/k93g6kBe1SM/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
QIrzuJAEO-Y,https://www.youtube.com/watch?v=QIrzuJAEO-Y,Is Hair Fall During Bathing Normal or Abnormal? Causes & Best Treatment Explained,"Is Hair Fall During Bathing Normal or Abnormal? Causes & Best Treatment Explained @RadianceClinics Seeing hair fall during bathing can be stressful, but is it normal or a sign of a serious hair problem? Many people notice excessive hair fall while shampooing or washing their hair and become worried about baldness or thinning hair. In this video, experts from Radiance Skin & Hair Clinic explain the difference between",2026-05-17,PT5M23S,https://i.ytimg.com/vi/QIrzuJAEO-Y/maxresdefault.jpg,Radiance Clinic - Videos,FAQ,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
7Ny-tRhYf9Y,https://www.youtube.com/watch?v=7Ny-tRhYf9Y,Can Hair Fall Really Stop in Just 7 Days? Myth or Truth?,"Can Hair Fall Really Stop in Just 7 Days? Myth or Truth? Hair fall is one of the most common problems faced by both men and women today. But can hair fall really stop completely in just 7 days, or is it only a myth? In this video, we explain the real truth behind viral “7 days hair fall stop” claims and what actually works for healthy hair growth. Learn about the main causes of hair fall such as stress, poor diet, da",2026-05-13,PT3M10S,https://i.ytimg.com/vi/7Ny-tRhYf9Y/sddefault.jpg,Radiance Clinic - Videos,FAQ,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
U514ZiZFf9w,https://www.youtube.com/watch?v=U514ZiZFf9w,Top 5 Causes of Hair Fall You Should Never Ignore,"Top 5 Causes of Hair Fall You Should Never Ignore @RadianceClinics Hair fall has become one of the most common problems among both men and women. But do you know the real reasons behind excessive hair loss? In this video, Dr. Satyartha Prakash explains the top 5 major causes of hair fall, including stress, poor diet, hormonal imbalance, dandruff, genetics, pollution, and lifestyle habits. Learn how to identify the ro",2026-05-08,PT3M41S,https://i.ytimg.com/vi/U514ZiZFf9w/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
RVP4ItWm_r8,https://www.youtube.com/watch?v=RVP4ItWm_r8,Can Hair Fall Be Reversed When Hair Can Grow Back & When It Can’t!,"Can Hair Fall Be Reversed? When Hair Can Grow Back & When It Can’t! Hair fall is a common concern, but not all hair loss is the same—some types can be reversed, while others may be permanent. In this video, Dr. Satyartha Prakash explains when hair can regrow and when it cannot. Learn about the different causes of hair loss such as stress, hormonal imbalance, nutritional deficiencies, genetics, and medical conditions,",2026-05-05,PT5M10S,https://i.ytimg.com/vi/RVP4ItWm_r8/sddefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Loss,,/treatments/hair-restoration/advanced-hair-fall-solutions,/concerns/hair-loss-scalp,Dr. Satyarth Prakash,,,hair loss education,/concerns/hair-loss-scalp,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
zHpmFVEppOc,https://www.youtube.com/watch?v=zHpmFVEppOc,“No Fake Promises — Real Hair Transplant Results at Radiance Clinic!”,"Hair loss affects confidence, appearance, and even daily life — and we understand that deeply. At Radiance Skin & Hair Clinic, Bhubaneswar, we believe in real results, real patients, and zero fake promises. In this video, we showcase an authentic hair transplant transformation performed by our expert team. No filters, no editing — only honest results achieved through advanced techniques, precision, and genuine care.",2025-11-18,PT1M52S,https://i.ytimg.com/vi/zHpmFVEppOc/maxresdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
pPUbDx-zhw0,https://www.youtube.com/watch?v=pPUbDx-zhw0,"💯 Real Hair Transplant Results – No Wig, No Patch, Only Real Hair!","This isn’t just another “before-after” video — it’s a real patient’s journey of confidence and transformation! 🌟 At Radiance Skin & Hair Clinics, Bhubaneswar, led by Dr. Satyarth Prakash, we believe in authentic results, not cover-ups. No wigs. No hair patches. No powders. Just real, permanent hair growth through advanced hair transplant techniques. Our expert team uses: ✅ Sapphire Tip Technology for precise implant",2025-10-23,PT1M52S,https://i.ytimg.com/vi/pPUbDx-zhw0/hqdefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
2LR2hoFp-tE,https://www.youtube.com/watch?v=2LR2hoFp-tE,💇‍♂️ क्या Hair Transplant वाकई सेफ़ है? सच्चाई जानिए Radiance Clinics Bhubaneswar से!,"क्या आप सोच रहे हैं कि Hair Transplant सेफ़ है या नहीं? इस वीडियो में Radiance Clinics, Bhubaneswar के अनुभवी डॉक्टर Dr. Satyarth Prakash विस्तार से बताते हैं कि आज के समय में Hair Transplant कितना सुरक्षित, प्रभावी, और नेचुरल रिजल्ट देने वाला उपचार है। Radiance Clinics में सभी प्रक्रियाएँ एडवांस्ड FUE तकनीक, सैफायर टिप्स, और इंटरनेशनल क्वालिटी इंस्ट्रूमेंट्स (USA & Turkey) के साथ की जाती हैं। सर्जरी पूरी तरह से स्टे",2025-10-08,PT3M25S,https://i.ytimg.com/vi/2LR2hoFp-tE/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
knB1LRXlLjo,https://www.youtube.com/watch?v=knB1LRXlLjo,"Hair Transplant के बिना भी उग सकते हैं बाल! | GFC, PRP & Exosome Treatment Explained","क्या आपको लग रहा है कि बाल झड़ रहे हैं या बालोऀ की घनत्व कम हो रही है है है है���? तो जानिए — हर केस में Hair Transplant की ज़रूरत नहीं होती! Radiance Skin & Hair Clinic, Bhubaneswar में हर पेश करते हैं बाल उगाने के आधुनिक और सुरक्षित इलाज जैसे जैसे जैस्ज जैसे— 💧 PRP Therapy – आपके खुद के प्लेटलेट्स लेकर बालों की ग्रॿथ बढटायट्थ बढट़थ ग्रोथ गॲ ग्रोथ बढ़ानाड GFC Treatment: ग्रोथ फैक्टर्स से बालों को फिर से एक्टिव करनन",2025-10-08,PT4M53S,https://i.ytimg.com/vi/knB1LRXlLjo/maxresdefault.jpg,Radiance Clinic - Videos,TREATMENT_EXPLAINER,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
Fi1NkqlYHNQ,https://www.youtube.com/watch?v=Fi1NkqlYHNQ,"Not Just Hairline, We Change Lives! | Radiance Clinics Bhubaneswar","💇‍♂️ At Radiance Clinics, Bhubaneswar, we believe a hair transplant is not just about restoring a hairline—it’s about restoring confidence, self-esteem, and a fresh start in life. In this video, we showcase a real-life transformation where advanced techniques, expert precision, and the care of Dr. Satyarth Prakash (20+ years of experience, international memberships) create life-changing results. ✨ Why choose Radianc",2025-09-26,PT1M45S,https://i.ytimg.com/vi/Fi1NkqlYHNQ/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
zajGZw3BsSo,https://www.youtube.com/watch?v=zajGZw3BsSo,How to Maintain Your New Hairline | Expert Tips from Radiance Clinics,"✨ A hair transplant is not just about regaining lost hair—it’s about regaining confidence, self-esteem, and a new beginning. At Radiance Clinics, Bhubaneswar, we don’t just reconstruct your hairline, we transform lives. In this video, we share expert tips on maintaining your new hairline after a hair transplant—so that your results stay natural, healthy, and long-lasting. Backed by Dr. Satyarth Prakash’s 20+ years of",2025-09-24,PT3M29S,https://i.ytimg.com/vi/zajGZw3BsSo/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
NDjLAH5OOs4,https://www.youtube.com/watch?v=NDjLAH5OOs4,How Many Grafts Are Required? | Hair Transplant Guide Radiance Clinics,"""How many grafts will I need for my hair transplant?"" is one of the most frequent queries that patients ask. 🤔 We at Radiance Skin & Hair Clinics in Bhubaneswar are aware that each person experiences hair loss in a unique way. For this reason, before recommending the appropriate quantity of grafts, our specialists thoroughly assess your baldness grade, donor area, and hair density. ✨ What you’ll learn in this video:",2025-09-18,PT6M18S,https://i.ytimg.com/vi/NDjLAH5OOs4/maxresdefault.jpg,Radiance Clinic - Videos,FAQ,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
Lb3QpFDHxV0,https://www.youtube.com/watch?v=Lb3QpFDHxV0,ଚନ୍ଦାପଣରୁ ସୁନ୍ଦର କେଶ ✨ Hair Transplant @ Radiance Clinics Bhubaneswar,"Hair loss can have a profound impact on personality and self-esteem, but with the correct care, the effects can be transformative. Dr. Satyarth Prakash, who has over 20 years of experience, is our expert in innovative hair transplant operations at Radiance Skin & Hair Clinics in Bhubaneswar. One of our patients' actual progress from noticeable baldness to a fuller, more natural hairline is depicted in this video. ✨ W",2025-09-17,PT2M33S,https://i.ytimg.com/vi/Lb3QpFDHxV0/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
iQ5cJUpdgMc,https://www.youtube.com/watch?v=iQ5cJUpdgMc,Unbelievable Hair Growth Journey | 3000+ Grafts Result | Radiance Clinics,"At Radiance Clinics, Bhubaneswar, we know that hair restoration isn’t just about looking good—it’s about feeling confident again. This amazing transformation was done with 3000+ grafts, under the care of Dr. Satyartha Prakash, who has over 20 years of experience in hair transplantation. The result? A natural-looking hairline with fuller, healthier growth that has completely changed the way our patient feels about him",2025-09-12,PT1M54S,https://i.ytimg.com/vi/iQ5cJUpdgMc/sddefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
nbKQhsdE__I,https://www.youtube.com/watch?v=nbKQhsdE__I,Best Hair Transplant in Bhubaneswar | 4000 Grafts Life Changing Result | Radiance Clinics,"✨ At Radiance Clinics, Bhubaneswar, we believe in delivering life-changing results with advanced hair transplant techniques. This video showcases a massive transformation with 4000 grafts, restoring confidence and achieving 100% natural-looking results. With 20+ years of expertise, Dr. Satyarth Prakash and his team have helped thousands of patients overcome baldness through permanent, safe, and effective hair transpl",2025-09-04,PT1M59S,https://i.ytimg.com/vi/nbKQhsdE__I/sddefault.jpg,Radiance Clinic - Videos,HAIR_TRANSPLANT_RESULT,Hair Transplant,,,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",candidate-only,result research,/results,MEDIUM,false,true,yt-dlp public metadata merged with official channel RSS
XL4A8KhJIz0,https://www.youtube.com/watch?v=XL4A8KhJIz0,HAIR TRANSPLANT SUCCESS STORIES | Radiance Clinics | Dr Satyartha Prakash,"Every hair transplant at Radiance Clinics in Bhubaneswar is a journey that transforms lives, not just a procedure. Watch this amazing transformation story as our client regained confidence and a natural appearance thanks to sophisticated techniques, care, and precision. 👨‍⚕️ Dr. Satyartha Prakash, who has more than 20 years of experience in advanced hair restoration, performed the procedure. ✅ Why Pick Radiance Clin",2025-08-14,PT1M26S,https://i.ytimg.com/vi/XL4A8KhJIz0/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,"Bhubaneswar, Odisha",,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
PChMQIxkw14,https://www.youtube.com/watch?v=PChMQIxkw14,Look 10 Years Younger With Hair Transplant | Radiance Clinics | Dr Satyartha Prakash,"Look 10 Years Younger With Hair Transplant | Radiance Clinics | Dr Satyartha Prakash For more information and appointments call 9238321888, 9238122550. Radiance has been the number 1 clinic in eastern India for hair transplant. Our latest hair transplant results are nothing short of amazing. From thinning strands to a full, vibrant mane—check out how we’ve helped our clients regain their confidence and a youthful loo",2024-08-22,PT1M11S,https://i.ytimg.com/vi/PChMQIxkw14/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
64vXGyQJtqc,https://www.youtube.com/watch?v=64vXGyQJtqc,From Fading to Fabulous | Hair Transplant Before & After | Radiance Clinics | Dr Satyartha Prakash,"From Fading to Fabulous | Hair Transplant Before & After | Radiance Clinics | Dr Satyartha Prakash For more information and appointments call 9238321888, 9238122550. Radiance has been the number 1 clinic in eastern India for hair transplant. Our latest hair transplant results are nothing short of amazing. From thinning strands to a full, vibrant mane—check out how we’ve helped our clients regain their confidence and",2024-08-22,PT1M22S,https://i.ytimg.com/vi/64vXGyQJtqc/maxresdefault.jpg,Radiance Clinic - Videos,DOCTOR_EXPLANATION,Hair Transplant,,/treatments/hair-restoration/fue-hair-transplant,/concerns/hair-transplant,Dr. Satyarth Prakash,,,hair transplant education,/hair-transplant-bhubaneswar,HIGH,false,false,yt-dlp public metadata merged with official channel RSS
